H3 Content	OS Content	GK Content
<211r>	мъ срь҆дьце· къ чистѣи҅ бо приходимъ жрь҆-	μεν τὴν καρδίαν· καὶ γὰρ καθαρᾷ προσερχόμεθα θυ-
<211r>	твѣ· ст꙯ѫ сътворимъ доушѫ· мошть҆но бо	σίᾳ ἁγίαν ποιήσωμεν τὴν ψυχήν· δυνατὸν γὰρ
<211r>	ѥ҅днѣмъ҆ дь҆немъ семоу бꙑти· како и҅ кꙑ-	καὶ ἐν μιᾷ ἡμέρᾳ τοῦτο γενέσθαι. Πῶς καὶ τί-
<211r>	мъ о҅браꙁомъ· а҅ште и҅маши что до врага сво-	νι τρόπῳ; Ἐὰν ἔχῃς τι κατὰ τοῦ ἐχθροῦ,
<211r>	ѥ҅го· и҅стръгни гнѣвъ· и҅цѣли ꙗ҅ꙁвѫ· о҅трѣ-	ἔξελε τὴν ὀργήν, θεράπευσον τὴν πληγήν, λῦ-
<211r>	ши враждѫ· да вьꙁь҆меши цѣль҆бѫ о҅тъ тре-	σον τὴν ἔχθραν, ἵνα λάβῃς θεραπείαν ἀπὸ τῆς τρα-
<211r>	пеꙁꙑ· къ жрь҆твѣ приходиши грь҆дѣ и҅ ст꙯ѣ·	πέζης· θυσίᾳ γὰρ προσέρχῃ φρικτῇ καὶ ἁγίᾳ.
<211r>	о̑убои҅ сꙙ съкаꙁаниꙗ того приноса· ꙁаколень	Αἰδέσθητι τὴν ὑπόθεσιν αὐτῆς τῆς προσφορᾶς· ἐσφαγμένος
<211v>	прѣди лежи х꙯съ· того дѣлма ꙁакланъ бꙑстъ	πρόκειται ὁ Χριστός. Καὶ τίνος ἕνεκεν ἐσφάγη,
<211v>	и҅ почто· да сь҆миритъ небесьнаꙗ҆· да и҅ а҅гг҄ело-	καὶ διὰ τί; Ἵνα εἰρηνοποιήσῃ τὰ ἐν τῷ οὐρανῷ ... ἵνα καὶ ἀγγέ-
<211v>	мъ тꙙ сътворитъ дроуга· и҅ сь вь҆сѣмь богоу	λων φίλον σε ποιήσῃ, ἵνα σε τῷ Θεῷ τῶν ὅλων
<211v>	съмиритъ хс꙯ъ· да и҅ съ а҅гг҄елꙑ и҅ съ а҅ггель҆-	καταλλάξῃ Χριστὸς καὶ τοῖς ἀγγέλοις καὶ τῷ τῶν ἀγγέ-
<211v>	скомь владꙑкоѭ̑· да тꙙ съдроужитъ вра-	λων δεσπότῃ ἐχθρὸν
<211v>	га сѫшта и҅ рать҆ника· своѭ̑ доушѫ вь҆да· а҅ ли	ὄντά σε καὶ πολέμιον, ἵνα ποιήσῃ φίλον, καὶ τὴν ψνχὴν αὐτοῦ ἔδωκεν
<211v>	тꙑ съ клеврѣтомъ свои҅мъ моудиши· вра-	σὺ δὲ τὸν σύνδουλον μένεις ἐχ-
<211v>	ждѫ дръжⱕ҆· како можеши и҅ти къ мирь҆-	θραίνων; καὶ πῶς δύνῃ βαδίσαι ἐπὶ τὴν τῆς εἰρή-
<211v>	нѣи трепеꙁѣ и҅ господь҆н҄и· о̑умрѣти ꙁа тꙙ	νης τράπεζαν; Κἀκεῖνος μὲν οὐδ' ἀποθανεῖν ὑπὲρ σοῦ
<211v>	не о҅тъвръже сꙙ· а҅ тꙑ ни гнѣва о҅ставити	παρῃτήσατο· σὺ δὲ οὐδὲ ὀργὴν ἀφεῖναι
<211v>	клеврѣтоу своѥ҅моу хоштеши· пакость	τῷ συνδούλῳ σου ... οὐκ ἀνέχῃ; Ἐπηρέασέ
<211v>	бо ми рече сь҆твори великѫ· и҅ ꙁѣло мꙙ прѣ-	με γὰρ φησί, καὶ τὰ μέγιστα μὲ ἐπλεονέ-
<211v>	и҅ꙁноури· да что тоу· а҅ште и҅ ꙁѣло и҅маниї	κτησε. Καὶ τί τοῦτο; Εἰς χρήματα πάντως
<211v>	жладьба· нь николиже тебе не распꙙ· ꙗ҅-	ἡ ζημία· οὐδέπω γάρ σε ἐσταύρωσε καθά-
<211v>	коже и҅ христоса жидове· нъ о҅баче и҅ тѫ са-	περ τὸν Χριστὸν οἱ Ἰουδαῖοι· ἀλλ' ὅμως καὶ αὐ-
<211v>	мѫ крь҆вь ѭ̑же пролиꙗшꙙ· на сь҆пасениѥ҆	τὸ τὸ αἷμα, ὅπερ ἐξέχεεν, εἰς σωτηρίαν
<211v>	пролиꙗвъшиимъ дастъ· что семоу и҅маши	αὐτοῖς τοῖς ἐκχέασιν ἔδωκε. Τί τούτου
<211v>	тъчно решти· а҅ште не о҅ставиши вражъ-	ἴσον ἔχεις εἰπεῖν Ἐὰν μὴ ἀφῇς
<211v>	дꙑ врагоу· не томоу бо пакость҆ сътвори·	τῷ ἐχθρῷ, οὐκ ἐκεῖνον ἠδίκησας,
<211v>	нъ паче себѣ· о҅номоу бо многъкратꙑ вь҆	ἀλλὰ σαυτόν· ἐκεῖνον μὲν γὰρ πολλάκις εἰς
<211v>	сеи жиꙁни пакость҆ сътвори· нъ и҅ себѣ бе-	τὸν παρόντα βίον ἔβλαψας· σαυτὸν δὲ ἀ-
<211v>	ꙁ милости сътвори· о҅тьвѣтъ вь҆ сѫдънъи҆	σύγγνωστον ἐποίησας πρὸς τὴν ἀπολογίαν εἰς τὴν μέλλουσαν
<211v>	дьнь҆· ничсоже по сице ненавидитъ б꙯ъ·	ἡμέραν. Οὐδὲν γὰρ οὕτω μισεῖ ὁ Θεός,
<211v>	ꙗ҅коже памꙙтива ꙁълоу чловѣка· ꙗ҅ко се	ὡς μνησίκακον ἄνθρωπον, ὡς
<211v>	о҅бꙙтривъше сꙙ срь҆дьце и҅ надоувъши сꙙ	οἰδαίνουσαν καρδίαν καὶ φλεγμαίνουσαν
<211v>	доуши· Слꙑши бо что рече ѥ҅гда прино-	ψυχήν. Ἄκουσον γοῦν τί φησιν· Ὅταν προσφέρῃς τὸ
<211v>	сиши даръ си на трѣбиште· ти тоу помꙙ-	δῶρόν σοῦ ἐπὶ τὸ θυσιαστήριον, κἀκεῖ μνησ-
<211v>	неши горѣ стоѧ о̑у трѣбишта· ꙗ҅ко бра-	θῇς ἄνω παρεστὼς ἐπὶ τῷ θυσιαστηρίῳ, ὅτι ὁ ἀδελ-
<211v>	тъ твои и҅матъ на тꙙ нѣчто· о҅стави да-	φός σου ἔχει τι κατὰ σοῦ, ἄφες τὸ δῶ-
<211v>	ръ свои· и҅ шъдъ о̑устрои҅ сꙙ съ братомъ·	ρόν σου ... καὶ ἀπελθὼν διαλλάγηθι τῷ ἀδελφῷ ...
<212r>	ч꙽то глагол҄еши· о҅ставь҆ѭ̑ ли е҅и҆ рече сьмире-	Τί λέγεις. Ἀφήσω. Ναι, φησί· διὰ γὰρ τὴν εἰρή-
<212r>	ниꙗ бо съ братомъ и҅ си жрътва· а҅ тꙑ не	νην τὴν εἰς τὸν ἀδελφόν σου καὶ αὕτη ἡ θυσία ... σὺ δὲ οὐ
<212r>	и҅справиши мира· томоу причꙙштаѥ҅ши	κατορθοῖς τὴν εἰρήνην, εἰκῇ μετέχεις
<212r>	сꙙ жрътвѣ· нъ не раꙁоумно ти и҅справь҆е҅-	της θυσίας· ἀνόνητον γάρ σοι τὸ κατόρθω-
<212r>	ниѥ бꙑстъ· сътвори о̑убо о҅но прь҆воѥ· ѥ҅го	μα γέγονε. Ποίησον τοίνυν ἐκεῖνο πρῶτον, δι' ὅ-
<212r>	дѣлма жрьтва принесена бꙑстъ· да и҅ тъ-	περ ἡ θυσία προσενήνεκται, καὶ τό-
<212r>	гда насꙑтиши сꙙ добрѣ· сего дѣл҄ьма	τε αὐτῆς ἀπολαύσεις καλῶς. Διὰ τοῦτο
<212r>	бо сь҆ниде сꙑнъ бж꙯ии· да състрои҅тъ на-	κατῆλθεν ὁ Υἱὸς τοῦ Θεοῦ, ἵνα καταλλάξῃ ἡ-
<212r>	ше ѥ҅сть҆ство съ богомь҆· сего дѣлма не тъчиѭ̑	μῶν τὴν φύσιν τῷ Δεσπότῃ· διὰ τοῦτο οὐκ
<212r>	самъ приде· нъ и҅ насъ ѥ҅же тако творимъ·	αὐτὸς μόνον ἦλθεν, ἀλλ' ἵνα καὶ ἡμᾶς τοὺς τὰ τοιαῦτα ποιοῦντας
<212r>	своѥ҅моу и҅мени о҅бь҆штꙙ наречениꙗ· бла-	ποιήσῃ τῆς ἑαυτοῦ προσηγορίας κοινωνούς. Μακά-
<212r>	жени бо рече сь҆мираѭ̑штии· ꙗ҅ко то сꙑно-	ριοι γάρ, φησίν, οἱ εἰρηνοποιοί, ὅτι αὐτοὶ υἱ-
<212r>	ве божии҆ нарекѫтъ сꙙ· ѥ҅же бо сътвори ѥ҅-	οὶ Θεοῦ κληθήσονται. Ὅπερ γὰρ ἐποίησεν ὁ μο-
<212r>	днорожденꙑи҆ сꙑнъ божии҆· се и҅ тꙑ съ-	νογενὴς Υἱὸς τοῦ Θεοῦ, τοῦτο καὶ σὺ ποί-
<212r>	твориши противѫ силѣ своѥи҆· мироу и҅-	ησον κατὰ δύναμιν ἀνθρωπίνην, εἰρήνης
<212r>	сходатаи бꙑваѧ· и҅ себѣ и҅ намъ· сего дѣ-	γενόμενος πρόξενος καὶ σεαυτῷ καὶ τοῖς ἄλλοις. Διὰ τοῦ-
<212r>	лма тꙙ и҅ сꙑна нарицаѥтъ божиꙗ сь҆мира-	τό σε καὶ υἱὸν Θεοῦ καλεῖ τὸν εἰρηνο-
<212r>	ѭ̑шта· сего дѣлма вь҆ врѣмꙙ жтвꙑ·	ποιόν· διὰ τοῦτο καὶ ἐν τῷ καιρῷ τῆς θυσίας
<212r>	ни ѥ҅дноѧ҅ же и҅ноѧ особь помꙙнѫ правь҆-	οὐδεμιᾶς ἄλλης έμνημόνευσεν δικαιο-
<212r>	дꙑ· нъ тъчьѭ̑ съ вь҆сѣмь҆ миръ и҅мѣти·	σύνης, ἀλλ' ἢ τῆς πρὸς τὸν ἀδελφὸν καταλλαγῆς,
<212r>	кажꙙ ꙗ҅ко вьсего бол҄е се ѥ҅стъ· хотѣхъ	δεικνύς, ὅτι πάντων μεῖζόν ἐστι τοῦτο. Ἐβουλόμην
<212r>	продль҆жити слово· нъ гонѣѭ̑тъ и҅ съвѣ-	παρεκτεῖναι τὸν λόγον, ἀλλ' ἀρκεῖ καὶ τὰ εἰρη-
<212r>	штанаꙗ· вь҆немь҆ѭ̑штии҅мъ а҅ште помь҆-	μένα τοῖς προσέχουσιν, ἐὰν μνημο-
<212r>	нꙙтъ· поминаимъ о̑убо си присно словеса·	νεύωσι. Μνημονεύωμεν οὖν διαπαντὸς τούτων τῶν ῥημάτων,
<212r>	ст꙯ꙑихъ цѣловании҆ грь҆дааго лобь҆ꙁаниа·	καὶ τῶν ἁγίων φιλημάτων, καὶ τοῦ φρικωδεστάτου ἀσπασμοῦ
<212r>	ѥ҅же къ себѣ самѣмъ· се бо съплѣтаѥ	τοῦ πρὸς ἀλλήλους. Τοῦτο γὰρ συμπλέκει
<212r>	о̑умꙑ нашꙙ· и҅ творитъ тѣлеси ѥ҅д꙽но-	τὰς διανοίας ἡμῶν, καὶ ποιεῖ σῶμα ἓν
<212r>	моу бꙑти вьсѣмъ· ѥ҅л꙽ма и҅ ѥ҅днои пль҆ти	γενέσθαι ἅπαντας, ἐπειδὴ καὶ ἑνὸς σώματος
<212r>	причꙙштаѥ҅мъ сꙙ· вь҆си о̑убо сь҆лѣи҅мъ	μετέχομεν οἱ πάντες. Κεράσωμεν οὖν
<212r>	сꙙ вь҆ тѣло ѥ҅д꙽но· не пльтиїдроугъ къ дроугꙋ	ἑαυτοὺς εἰς σῶμα ἕν, οὐ τὰ σώματα ἀλλήλοις
<212v>	сь҆мѣѭ̑ште· нъ доушꙙ коупьно къ любь҆-	ἀναφύροντες, ἀλλὰ τὰς ψυχὰς ἀλλήλαις τῷ τῆς ἀγά-
<212v>	въноуо̑умоу сьвѫꙁоу· приклоупь҆ꙗ҅ѭ̑ште·	πης συνδέσμῳ συνάπτοντες·
<212v>	сице можемъ пространо насꙑтити сꙙ	οὕτω δυνησόμεθα μετὰ παῤῥησίας ἀπολαῦσαι
<212v>	прѣди лежꙙштꙙѧ трепеꙁꙑ· ҅Аште бо и҅	τῆς προκειμένης τραπέζης. Κἂν γὰρ
<212v>	тъмамъ правь҆дꙑ ти памꙙтиви ѥ҅смъ	μυρία ἔχωμεν δικαιώματα, μνησί-
<212v>	ꙁълоу· вь҆се то беꙁ оума и҅ вътъште· и҅ ни-	κακοι δὲ ὦμεν, πάντα εἰκῆ καὶ μάτην, καὶ οὐ-
<212v>	чсоже о҅ тѣхъ на съпасениѥ҆· словеси плодъ	δὲν ἐξ αὐτῶν εἰς σωτηρίας λόγον καρπώ-
<212v>	сътворити можетъ· се вѣдѫште вь҆сь҆ гнѣ-	σασθαι δυνησόμεθα. Ταῦτα οὖν συνειδότες, πᾶσαν
<212v>	въ положимъ· о҅чиштаѭ̑ште своѧ сь҆вѣсти·	καταλύσωμεν ὀργήν, καὶ καθαίροντες ἑαυτῶν τὸ συνειδός,
<212v>	и҅ съ кротостиѭ̑ и҅ тихотоѭ̑ вь҆сеѭ̑· пристѫ-	μετὰ πραΰτητος καὶ ἐπιεικείας πάσης προσέλ-
<212v>	паи҅мъ къ трепеꙁѣ христосовѣ· с н҄имже	θωμεν τῇ τραπέζῃ τοῦ Χριστοῦ, μεθ' οὗ
<212v>	о҅тцоу слава коупно съ ст꙯ꙑи҅мъ доухомь҆·	τῷ Πατρὶ πᾶσα δόξα ... ἅμα τῷ ἁγίῳ Πνεύματι,
<212v>	нꙑнꙗ и҅ присно и҅ вь вѣкꙑ вѣкомъ· а҅мин꙽ ⁘	νῦν καὶ ἀεὶ καὶ εἰς τοὺς αἰῶνας τῶν αἰώνων. Ἀμήν.
<212v>		
<212v>	їѡ̑а҅нна ꙁлатоо̑устааго слово вь҆ великꙑ четврътък꙽·	
<212v>	Въ и҅стинѫ тѫжѫ о̑ужастиѭ̑ сꙑ о҅дръжим꙽·	Εἰκότως ἀγωνιῶ τοῖς τῆς δειλίας δεσμοῖς συνεχόμενος,
<212v>	како насꙑштѫ жꙙждѫ вашего любослꙑ-	πῶς ἐμπλήσω τὸ δίψος τῆς ὑμετέρας φιλη-
<212v>	шаниꙗ· кѫѭ̑ прѣди поставь҆ѭ̑ словеси тре-	κοΐας, ποίαν προθήσω τοῦ λόγου τὴν τρά-
<212v>	пеꙁѫ· ч꙽то бѫдѫ люди селикꙑ гостꙙ· и҅-	πεζαν, τίς γένωμαι λαὸν τοσοῦτον δεξιούμενος,
<212v>	мже ѥ҅динъ х꙯с гонѣѥ҅тъ насꙑтити·	ᾧ μόνος Χριστὸς ἐπαρκέσει πρὸς ἑστίασιν,
<212v>	при двьрехъ бо о̑уже вь҆сего мира радость·	ἐπὶ θύραις λοιπὸν ἡ τοῦ κόσμου χαρά,
<212v>	приближаа҅тъ сꙙ о҅тишиѥ господь҆нꙗ въскрь҆-	πλησιάζει ὁ λιμὴν τῆς δεσποτικῆς ἀναστά-
<212v>	сениꙗ· пакꙑ мꙙтетъ сꙙ жидовь҆скꙑи несь҆-	σεως, πάλιν θορυβεῖται τῶν Ἰουδαίων τὸ ἀλό-
<212v>	мꙑсль҆нъи родъ· пакꙑ на пастоуха лаѭ̑тъ	γιστον ἔθνος, πάλιν κατὰ τοῦ ποιμένος ὑλακτοῦσιν
<212v>	п꙽си· пакꙑ на владꙑкѫ вѣште творꙙтъ рабі·	οἱ κύνες, πάλιν κατὰ τοῦ δεσπότου στασιάζουσιν οἱ δοῦλοι,
<212v>	пакꙑ сь҆вѣтъ творꙙтъ ть҆мнии҆ дѣлател҄е·	πάλιν βουλεύονται ... οἱ τοῦ σκότους ἐργάται,
<212v>	пакꙑ и҅ю̑да поо̑учаѥ҅тъ сꙙ баꙁакон꙽ноуо̑умꙋ	πάλιν Ἰούδας μελετᾷ, τὴν παράνομον
<212v>	прѣданию̑· пакꙑ готовꙙтъ жидове сь҆ребро	πρᾶσιν, πάλιν ἑτοιμάζουσιν οἱ Ἰουδαῖοι ἀργύρια,
<212v>	да въ а҅дъ поустꙙтъ ѥ҅же въ мрь҆твꙑи҅хъ про-	ἵνα τῷ ᾅδῃ παραπέμψωσι τὸν ἐν νεκροῖς ἐλεύ-
<212v>	стъ· и҅ навꙑкнѫтъ ꙗ҅ко плѣвома ѥ҅сть҆ сь-	θερον καὶ μάθωσιν αἰχμαλωτιζόμενον θά-
<213r>	мрьть҆· да сꙙ и҅стрꙙсѫтъ гроби· а҅ мрьтвии҆	νατον, ἵνα τιναχθῶσι τάφοι καὶ νεκροὶ
<213r>	въперени бѫдѫтъ на вь҆станиѥ҆· пакꙑ	πτερωθῶσι πρὸς ἔγερσιν, πάλιν
<213r>	о̑ученикъ продаѥ҅тъ· и҅ ꙁаконоу вꙑкнѫвъ-	μαθητὴς πιπράσκει, νομομα-
<213r>	шии҆ коупоуѭ̑тъ· и҅ раꙁбои҅никъ на крь҆стѣ	θεῖς δὲ ἀγοράζουσι καὶ λῃστὴς ἐπὶ σταυροῦ
<213r>	богословитъ· нъ прѣдаѭ̑штааго слово по-	θεολογεῖ. Ἀλλὰ τῆς τοῦ προδότου φωνῆς μνη-
<213r>	мꙙнѣмъ· что хоштете ми дати рече· да а҅ꙁъ	μονεύσωμεν· Τί μοι θέλετε δοῦναι, φησίν, κἀγὼ
<213r>	вамъ прѣдамъ ѥ҅го· ч꙽то хотꙙтъ дати беꙁꙋ-	ὑμῖν παραδώσω αὐτόν”. Τί σοι θέλουσι δοῦναι,
<213r>	мь҆лю їю̑до· о̑удавь҆ѥ҅нию̑ ѫ҅же· прочѫѭ̑ тъ-	Ἰούδα; τὸ τῆς ἀγχόνης σχοινίον, τὸ ἐξώτερον σκό-
<213r>	мѫ нео̑угасимъи о҅гн҄ь· цѣсарь҆ствиꙗ бж꙯иꙗ	τος, τῆς βασιλείας
<213r>	лихованиѥ҆· о҅тълѫчениѥ ст꙯ꙑи҅хъ· беꙁъ вь҆-	τὴν ἀλλοτρίωσιν, τὸν χωρισμὸν τῶν ἁγίων, τὸ ἀνέγερ-
<213r>	станиꙗ падениѥ҆· то бꙑстъ мѣнениꙗ твоѥ҆-	τον πτῶμα, ταῦτά σοι ἐκ τοῦ συναλλάγματος
<213r>	го о҅тъ жидовъ притꙙжаниѥ· что ти могѫт꙽	τοῦ πρὸς Ἰουδαῖους τὰ κέρδη ... τί σοι δύνανται
<213r>	дати сицево· ѥ҅лико ти ѥ҅стъ погꙑбнѫти	δοῦναι τοιοῦτον ὅσον μέλλεις ἀπολεῖν,
<213r>	ѡ̑ беꙁакон꙽ниче· и҅ всего ꙁьла пль҆не· поч꙽то	παμπόνηρε; ἱνατὶ
<213r>	сице на малѣ продаѥ҅ши· небесе и҅ ꙁемнааго	δὲ οὕτως ὀλίγον πιπράσκεις τὸν οὐρανοῦ καὶ γῆς
<213r>	творь҆ца· ѥ҅же на длани носитъ вь҆се· ѥ҅гда вла-	ἀρχιτέκτονα, τὸν ἐν παλάμῃ τὰ σύμπαντα φέροντα; ὅτε τὸν δεσπό-
<213r>	дꙑкѫ си видѣ чтома· и҅ многоцѣнноѥ муро	την σου ἐθεάσω τιμώμενον, καὶ τὸ πολυτίμητον μῦρον
<213r>	на гръдѫѭ̑ ѥ҅моу главѫ видѣ лѣѥ҅мо· и҅ ч꙽тѫ-	κατὰ τῆς φοβερᾶς αὐτοῦ κεφαλῆς ἐκχεόμενον εἶδες καὶ τῆς φι-
<213r>	штии женѣ ꙁаꙁь҆рꙙ вь҆пиꙗ҅ше· въскѫѭ пагꙋ-	λοτιμίας τοῦ γυναίου καταγινώσκων ἐβόας· “Εἰς τί ἡ άπώ-
<213r>	ба си сего мура· почто се муро не бꙑстъ про-	λεία αὕτη; διατί τοῦτο τὸ μῦρον οὐκ ἐπρά-
<213r>	дано на трехъ сьтѣхъ динарихъ и҅ дано о̑убо-	θη τριακοσίων δηναρίων καὶ ἐδόθη πτω-
<213r>	гꙑмъ· да муромъ ѥ҅же ѥ҅стъ раꙁличь҆ вонꙗ-	χοῖς;” καὶ τὸ μὲν μῦρον τὸ ἐκ διαφόρων εἰ-
<213r>	ми о̑устроѥ҅но· и҅ хꙑтростиѭ̑ съкоупьѥ҅но·	δῶν κατασκευαζόμενον καὶ ἐν τέχνῃ τινί μυρεψούμενον
<213r>	трь҆мь҆ сътомъ сь҆цѣни динаремъ· а҅ и҅стин꙽но-	τριακοσίων διετίμησας δηναρίων, τὸ δὲ ἀληθι-
<213r>	ѥ муро ѥ҅же о҅бонꙗ҅въше мрьтвии҆ въскръса-	νὸν μῦρον τὸ ὀσφραῖνον νεκροὺς τὴν ἀνάστασιν
<213r>	ѭ̑тъ· на трехъ десꙙтехъ сьребрьницѣхъ	τριάκοντα δηναρίων
<213r>	продаѥ҅ши· не вѣси что продаѥ҅ши їю̑до·	πιπράσκεις; οὐκ οἶδας τί πωλεῖς, Ἰούδα·
<213r>	о҅тъмило тꙙ ѥ҅стъ сь҆ребролюбь҆ства пиꙗ҅нь҆-	ἐσκότωσέ σε τῆς φιλαργυρίας ἡ μέ-
<213r>	ство· къгда ѥ҅си видѣлъ господина робомъ	θη· πότε δὲ ἔγνως δεσπότην παρὰ δούλου
<213r>	продаѥ҅ма· къгда ли ѥ҅си навꙑкнѫлъ про-	πωλούμενον, πότε δὲ ἔμαθες πιπρά-
<213v>	даꙗти свѣтъ да тъмѫ коупиши· почто ли	σκειν φῶς καὶ ἀγοράζειν σκότος; ἱνατί δὲ
<213v>	любь҆ве похоули поꙁнаниѥ҆· почто ли лобь҆ꙁа-	τῆς ἀγάπης ἐνύβρισας τὸ γνώρισμα, ἱνατί δὲ φιλήμα-
<213v>	нии҅мъ прѣдаа҅ниѥ твориши· добрѣ ли тꙙ	τι, τὴν προδοσίαν ἐργάζῃ; καλῶς σε
<213v>	о҅бличаѧ и҅ꙁдалече пророкъ вь҆пиꙗ҅ше· ѥ҅моу-	στηλιτεύων πόρρωθεν ὁ προφήτης ἐβόα· “Οὗ
<213v>	же клꙙтвꙑ о̑уста ѥ҅го пльна сѫтъ· горести	ἀρᾶς τὸ στόμα αὐτοῦ γέμει καὶ πικρίας
<213v>	и҅ ль҆сти· подъ ѧ҅ꙁꙑкомъ ѥ҅моу троудъ и҅ бо-	καὶ δόλου, ὑπὸ τὴν γλῶσσαν αὐτοῦ κόπος καὶ πό-
<213v>	лѣꙁнь҆· ꙗ҅ко и҅ бритва и҅ꙁоштрена сътворивъ	νος· ὡσεὶ ξυρὸν ἠκονημένον ἐποίησας
<213v>	ль҆сть҆· лобꙑꙁааше владꙑкѫ си· пристѫпи	δόλον” καὶ κατεφίλεις τὸν δεσπότην σου· πρόσελθε,
<213v>	лобь҆жи· трьпитъ ти владꙑка трь҆пѣли-	φίλησον· ἀνέχεται ὁ σωτὴρ μακροθύ-
<213v>	вꙑи҆· не ꙁълааго смрада твоѥ҅го лобꙑꙁаниꙗ	μως, οὐ τὸ δυσῶδες τοῦ σοῦ φιλήματος
<213v>	о̑увраштаѧ сꙙ· нъ ѥ҅же ти бѣ далъ даръ· и҅с тво-	ἀποστρεφόμενος, ἀλλ' ἣν ἔδωκέ σοι χάριν ἐκ τῶν σῶν
<213v>	и҅хъ и҅ꙁемьѧ о̑устъ· ҆Ѡ коль҆ми сь҆ребролю-	χειλέων ἀνακαλούμενος. Ὦ πόσον ἡ φιλαργυ-
<213v>	бь҆ство ꙁь҆ло· тѣмь҆ бо о̑ученикъ а҅постоль҆-	ρία δεινόν· διὰ ταύτης ὁ μαθητὴς ἀποστολι-
<213v>	ска и҅стѫвъ рꙙдоу· о̑удавь҆ѥ҅нию̑ ѫ҅же приѧ҆·	κῆς ἀπορραγεὶς σειρᾶς, τοῦ πνιγμοῦ τὸ σχοινίον κληρονομεῖ
<213v>	и҅ достои҅нѫ покаꙁа силѫ грьтань҆· и҅мже и҅ꙁи-	καὶ ἄξιον δεικνύει τῆς ἀγχόνης τὸν λαιμόν, δι' οὗ προῆλ-
<213v>	дошꙙ прѣдаа҅нию̑ словеса· сего же нечь҆стива꙽-	θε τῆς προδοσίας τὰ ῥήματα ...
<213v>	го о҅ставивъше· на благочь҆стива раꙁбои҅ни-	
<213v>	ка приведѣмъ слово· ѡ̑ свѣте неи҅сповѣди-	
<213v>	мꙑи҆· тѣмъ бо раꙁбои҅никъ въскочи съ крь҆-	διὰ ταύτης γὰρ ὁ λῃστὴς ἐπήδησεν ἀπὸ σταυ-
<213v>	ста въ раи҆· ѥ҅же бо и҅ видѣ г꙯а посрѣдоу висꙙ-	ροῦ εἰς παράδεισον· ὡς γὰρ εἶδε τὸν δεσπότην ἐν μέσῳ κρεμά-
<213v>	шта· и҅ вь҆сь҆ миръ трꙙсѫштъ сꙙ страхомь·	μενον καὶ πᾶσαν τὴν κτίσιν κραδαινομένην τῷ φόβῳ
<213v>	и҅ сль҆нь҆це лютоѭ̑ покрꙑваѥ҅мо сꙙ жел҄еѭ̑·	καὶ ἥλιον μὲν ἐν χαλεπῷ κατακαλυπτόμενον πένθει,
<213v>	дьнь҆нꙑи҅ же свѣтъ бѣжꙙшть҆· и҅ съставоу	τῆς ἡμέρας δὲ τὸ φῶς ὑποφεῦγον, τὰ στοιχεῖα
<213v>	чиноу своѥ҅го о҅ть҆мештѫть҆ сꙙ· камениѥ҆	τὴν τάξιν ἀρνούμενα, ῥηγνυμένας
<213v>	расѣдаѥ҅мо сꙙ· видѣвъ же вь҆се то и҅ на о̑умѣ	τὰς πέτρας – ὡς ἅπαντα ταῦτα ἐθεάσατο, εἶτα τὸ συνειδὸς
<213v>	си положивъ· и҅ подроуга си раꙁбои҅ника не	ἀναγνοὺς τὸ ἑαυτοῦ καὶ συλλῃστοῦ
<213v>	решти не вѣдꙑ словесъ· и҅ всѫ тварь҆ ѥ҅же ви-	τὰς πράξεις οὐκ ἀγνοῶν, τὴν κτίσιν ὡς εἶ-
<213v>	дѣ· сѣмо и҅ о҅намо ꙁꙑбьѭ̑штѫ сꙙ· и҅ трепе-	δε τῇδε κἀκεῖσε φερομένην καὶ τρέ-
<213v>	штѫштѫ· посрѣдоу висꙙшта владꙑкѫ·	μουσαν, τὸν ἐν μέσῳ ὄντα δεσπότην
<213v>	трепештѫштии҅хъ поꙁна· и҅ поꙁнавъ тоу	τῶν τρεμόντων ἐγνώρισε καὶ γνωρίσας
<214r>	а҅биѥ вь҆ꙁьпи· помꙙни мꙙ господи ѥгда при-	εὐθὺς ἀνεβόησε· “Μνήσθητί μου, κύριε, ὅταν ἔλ-
<214r>	деши вь цѣсарь҆ствиѥ҅ си· по и҅стинѣ бꙑстъ	θῃς ἐν τῇ βασιλείᾳ σου”. Ὤντως γοργὸς
<214r>	раꙁбои҅никъ· ѥ҅днонадесꙙтааго часа дѣла-	ὁ λῃστὴς τῆς ἑνδεκάτης ὥρας ἐργά-
<214r>	тел҄ь· вь҆ сего бо дьне жиꙁни и҅спльни дѣло·	της· ὅλον γὰρ τὸ τῆς ἡμέρας τοῦ βίου ἀνεπλήρωσεν ἔργον,
<214r>	и҅ а҅ште и҅ на ѥ҅динь҆ часъ наѧтъ бꙑстъ нъ до-	ᾗ ἐμισθώθη ὥρα προθύ-
<214r>	брѣ сь҆дѣла· не сътѫжи си вѣроѭ̑· не вь҆ꙁьрѣ	μως εἰργάσατο· οὐκ ὤκλασε τῇ πίστει, οὐκ ἀπεῖδεν
<214r>	на хоулꙑ ни ꙗ҅ꙁвꙑ· жидовь҆ска о̑укорениꙗ҆	εἰς τὰς ὕβρεις, εἰς τὰς πληγὰς ... τὰ τῶν Ἰουδαίων ὀνείδη
